Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
FLV3 Skill Magazine,items,Food,,,"Farm Life Skill Magazine",,"Farm Life Zeitschrift",
Green Onion Seed,,item,Food,newKey,Green Onion Seedling,,Frühlingszwiebelsamen,
Blackberry Seed,,item,Food,newKey,Blackberry Seedling,,Brombeersamen,
Pea Seed,,item,Food,newKey,Pea Seedling,,Erbsensamen,
Watermelon Seed,,item,Food,newKey,Watermelon Seedling,,Wassermelonensamen,
FarmLifeSeedInfoDesc,,block,Food,newKey,"Type: Farm Life Crop (Grown In Farm Plots And Planters) \n\nUnlocked by: Auto Unlocked \nUsed in: Farm Life Recipes\n\nThese crops can be Grown from a seed and then harvested when ripe and then used to create delicious meals in the kitchen!",,"Typ: Farm Life-Erntegut (wird auf Farmparzellen und in Pflanzkübeln angebaut)\n\nFreigeschaltet durch: Automatisch freigeschaltet\nVerwendet in: Farm Life-Rezepten\n\nDiese Erntegüter können aus Samen gezogen und nach der Reife geerntet werden, um dann in der Küche zu köstlichen Mahlzeiten verarbeitet zu werden!",,
Barley Growing 1,,item,Food,newKey,Barley Sapling,,Gerstensetzling,
Beet Growing 1,,item,Food,newKey,Beet Sapling,,Rübensetzling,
BellPepper Growing 1,,item,Food,newKey,Bell Pepper Sapling,,Bellpfeffersetzling,
Cabbage Growing 1,,item,Food,newKey,Cabbage Sapling,,Kohlsetzling,
Carrot Growing 1,,item,Food,newKey,Carrot Sapling,,Karottensetzling,
Celery Growing 1,,item,Food,newKey,Celery Sapling,,Selleriesetzling,
CherryTomato Growing 1,,item,Food,newKey,Cherry Tomato Sapling,,Kirschtomatensetzling,
Flax Growing 1,,item,Food,newKey,Flax Sapling,,Flachssetzling,
Garlic Growing 1,,item,Food,newKey,Garlic Sapling,,Knoblauchsetzling,
GhostPepper Growing 1,,item,Food,newKey,Ghost Pepper Sapling,,Geisterpfeffersetzling,
Herb Growing 1,,item,Food,newKey,Herb Sapling,,Kräutersetzling,
IcebergLettuce Growing 1,,item,Food,newKey,Iceberg Lettuce Sapling,,Eisbergsalatsetzling,
Marijuana Growing 1,,item,Food,newKey,Marijuana Sapling,,Marihuanasetzling,
Onion Growing 1,,item,Food,newKey,Onion Sapling,,Zwiebelsetzling,
Pineapple Growing 1,,item,Food,newKey,Pineapple Sapling,,Ananassetzling,
Raspberry Growing 1,,item,Food,newKey,Raspberry Sapling,,Himbeersetzling,
Rice Growing 1,,item,Food,newKey,Rice Sapling,,Reissetzling,
Romaine Growing 1,,item,Food,newKey,Romaine Sapling,,Romanasalatsetzling,
Rye Growing 1,,item,Food,newKey,Rye Sapling,,Roggensetztling,
Sorghum Growing 1,,item,Food,newKey,Sorghum Sapling,,Sorghumsetzling,
SoyBean Growing 1,,item,Food,newKey,SoyBean Sapling,,Sojabohnensetzling,
Spinach Growing 1,,item,Food,newKey,Spinach Sapling,,Spinatsetzling,
Squash Growing 1,,item,Food,newKey,Squash Sapling,,Kürbissetzling,
Strawberry Growing 1,,item,Food,newKey,Strawberry Sapling,,Erdbeersetzling,
SugarCane Growing 1,,item,Food,newKey,Sugar Cane Sapling,,Zuckerrohrsetzling,
Sunflower Growing 1,,item,Food,newKey,Sunflower Sapling,,Sonnenblumensetzling,
Tomato Growing 1,,item,Food,newKey,Tomato Sapling,,Tomatensetzling,
VineyardGrape Growing 1,,item,Food,newKey,Vineyard Grape Sapling,,Weintraubensetzling,
Wheat Growing 1,,item,Food,newKey,Wheat Sapling,,Weizensetzling,
Green Onion Growing 1,,item,Food,newKey,Green Onion Sapling,,Frühlingszwiebelsetzling,
Blackberry Growing 1,,item,Food,newKey,Blackberry Sapling,,Brombeersetzling,
Pea Growing 1,,item,Food,newKey,Pea Sapling,,Eerbsensetzling,
Watermelon Growing 1,,item,Food,newKey,Watermelon Sapling,,Wassermelonesetzling,
farmLifeEggsBenedictDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nDu benötigst die Gusseisenpfanne für den Gasofen. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
TurkeyBurgerBasketDesc,,item,Food,newKey,"Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel \nFreischalten durch: Farm Life \n\nEinige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeElkJerkyDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Smoker Mat on a Cold Smoker. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nDu benötigst die Räuchermatte für den Kalträucheröfen. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeElkScrapsDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEinige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeFeedingTroughDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nNo current use for this item.",,"Typ: Farm Life Food Item\nEntsperrt von: Farm Life\n\nKeine aktuelle Verwendung für diesen Artikel.",
farmLifeFloorCorkerDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Workbench. The Floor Corker is a tool used in the Brew Station for crafting.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nHerstellung in der Werkbank. Die Verkorkmaschine wird in der Brauereistation benötigt.",
farmLifeFloralHopsDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nLeckere Häppchen die dir im Kampf gegen die Zombieapokalypse helfen.",
farmLifeFriedEggsDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nDu benötigst die Gusseisenpfanne für den Gasofen. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeFriedHamSteakDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nDu benötigst die Gusseisenpfanne für den Gasofen. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeFruitPancakesDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\Benutze das Schneidebrett. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeGarlicDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEinige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeGhostPepperDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nLeckere Häppchen die dir im Kampf gegen die Zombieapokalypse helfen.",
farmLifeGingerRootDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEinige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeGoldenMaltDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Drying Pan on a Brew Cooker. Malt is an essential ingredient for brewing beer and spirits.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze das Trockenblech auf dem Hockerkocher. Malz ist eine wesentliche Zutat zum Brauen von Bier und Spirituosen.",
farmLifeGrainMillerDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Workbench. The Grain Miller is a tool used in the KitchNaid for crafting.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nHerstellung in der Werkbank. Die Getreidemühle wird für die Küchenmaschine benötigt.",
farmLifeGrapeDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEinige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeGrapeExtractDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA necesssary ingredient for making drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEine wichtige Zutat um Getränke herzustellen.",
farmLifeGrapePulpDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA necesssary ingredient for Wine Making.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEine wichtige Zutat zum herstellen von Wein.",
farmLifeGratedCucumberDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Veggie Attachment on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze die Gemüseraspel für die Küchenmaschine. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeGreenBellDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEinige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeGrilledSalmonSteakDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Tongs on a Wood Grill. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze die Grillzange für den Holzkohlegrill. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeGritsDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze den Kochtopf für den Gasofen. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeGroundBeefDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Meat Grinder on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze den Fleischwold für die Küchenmaschine. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeGroundCinnamonDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Grain Miller on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze die Getreidemühle an der Küchenmaschine. Eine Zutat zur Herstellung leckerer Mahlzeiten oder Getränke.",
farmLifeGroundCuminDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Grain Miller on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze die Getreidemühle an der Küchenmaschine. Eine Zutat zur Herstellung leckerer Mahlzeiten oder Getränke.",
farmLifeGroundGingerDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Grain Miller on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze die Getreidemühle an der Küchenmaschine. Eine Zutat zur Herstellung leckerer Mahlzeiten oder Getränke.",
farmLifeGroundHotPepperDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Grain Miller on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze die Getreidemühle an der Küchenmaschine. Eine Zutat zur Herstellung leckerer Mahlzeiten oder Getränke.",
farmLifeGroundOreganoDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Grain Miller on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze die Getreidemühle an der Küchenmaschine. Eine Zutat zur Herstellung leckerer Mahlzeiten oder Getränke.",
farmLifeGroundPorkDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Meat Grinder on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze den Fleischwolf für die Küchenmaschine. Eine Zutat zur Herstellung leckerer Mahlzeiten oder Getränke.",
farmLifeGroundVealDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEinige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeHamDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEinige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeHamSteakDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Zhang Cleaver on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze das Fleischerbeil mit dem Schneidebrett. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeHamburgerDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Spatula on a Webber Grill. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze den Pfannenwender mit dem Holzkohlegrill. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeHamburgerBunDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze das Backpapier mit Gasofen. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeHamburgerFixingsDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Damascus Knife on a Chopping Board. An ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze das Damastmesser auf dem Schneidebrett. Eine Zutat, die zum Zubereiten von leckeren Mahlzeiten oder Getränken verwendet wird.",
farmLifeHamburgerPattyDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nAn ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEine Zutat, die zum Zubereiten von leckeren Mahlzeiten oder Getränken verwendet wird.",
farmLifeHashbrownsDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nDu benötigst die Gusseisenpfanne für den Gasofen. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeJoelsBreakfastDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nDu benötigst die Gusseisenpfanne für den Gasofen. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeKidneyBeanDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEinige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeLimeDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEinige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeLinguiniDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEinige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeLiveTrapDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUsed for finding kitties as well as the Wolf.",,"Typ: Farm Life Food Item\nEntsperrt von: Farm Life\n\nWird zum Auffinden von Kätzchen und dem Wolf verwendet.",
farmLifeMapleSapDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nAn ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEine Zutat, die zum Zubereiten von leckeren Mahlzeiten oder Getränken verwendet wird.",
farmLifeMapleSyrupDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Boiler on a Brew Cooker. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze den Einkocher auf dem Hockerkocher. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeMapleWoodPlankDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nThese Maple Wood Planks are used in crafting, can be turned into Wood Ash, or shredded into wood chips for grilling and smoking.",,"Typ: Farm Life-Lebensmittel\nFreigeschaltet durch: Farm Life\n\nDiese Ahornbretter werden zum Basteln verwendet, können zu Holzasche verarbeitet oder zu Holzspänen zerkleinert werden, die zum Grillen und Räuchern verwendet werden können.",
farmLifeMapleWoodchipsDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\n An ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\n Eine Zutat, die zum Zubereiten von leckeren Mahlzeiten oder Getränken verwendet wird.",
farmLifeMarinaraDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze den Kochtopf auf dem Gasofen. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeMarinatedBBQElkDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze die Rührschüssel mit der Küchenmaschine. Eine Zutat, die zum Zubereiten von leckeren Mahlzeiten oder Getränken verwendet wird.",
farmLifeMeatGrinderDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Workbench. The Meat Grinder is a tool used in the KitchNaid for crafting.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nHerstellung in der Werkbank. Der Fleischwolf ist ein Werkzeug, das in der Küchenmaschine zum Herstellen von Gegenständen verwendet wird.",
farmLifeMeatHangerDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the crucible with a Forge. The Meat Hanger is a tool used in the Cold Smoker for crafting.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nVerwende den Schmelztiegel in der Schmiede. Der Fleischerhaken ist ein Werkzeug, das im Kalträucherofen zum Herstellen verwendet wird.",
farmLifeMesquiteWoodchipsDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nAn ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEine Zutat, die zum Zubereiten von leckeren Mahlzeiten oder Getränken verwendet wird.",
farmLifeMexicanCombo3Desc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze das Backpapier im Gasofen. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeMeyerLemonDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEinige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeMilkingMachineDesc,,item,Food,newKey,"Type: Farm Life Tool(Workbench required to craft.)Metal\nUnlocked by: Farm Life\n\nMilking Machine. Tool for Cow.",,"Typ: Farm Life Werkzeug(Zum herstellen wird die Werkbank benötigt.)Metal\nFreischalten durch: Farm Life\n\nMelkmaschine. Werkzeug für Kühe.",
farmLifeMincedGarlicDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Food Processor on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze die Raspelscheiben mit der Küchenmaschine. Eine Zutat, die zum Zubereiten von leckeren Mahlzeiten oder Getränken verwendet wird.",
farmLifeMincedOnionDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Food Processor on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nBenutze die Raspelscheiben mit der Küchenmaschine. Einige schmackhafte Häppchen, die dir im Kampf gegen die Zombie-Apokalypse helfen.",
farmLifeMintDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nAn ingredient used for crafting yummy meals or drinks.",,"Typ: Farm Life Lebensmittel\nFreischalten durch: Farm Life\n\nEine Zutat, die zum Zubereiten von leckeren Mahlzeiten oder Getränken verwendet wird.",
